"","year","Citharichthys1","Engraulis.mordax","Leuroglossus.stilbius","Lipolagus.ochotensis","Merluccius.productus","Nannobrachium1","Sardinops.sagax","Sebastes.jordani","Sebastes1","Stenobrachius.leucopsarus","Trachurus.symmetricus","Vinciguerria1"
"23",1986,0.195532735619569,4.02085933767272,1.59450131483212,0.674427794720902,0.640735520749084,1.16850110958289,0.445833919563422,0,2.22895238250278,2.43296483699699,1.23285979597505,0.178450683136787
"24",1987,0.718622212948044,3.62812102007391,2.06849733344011,2.03591736700147,0.694480308736419,1.14540879424799,0.0520885964365518,0.052196316579054,2.11053272309928,3.36332643097081,0.605790166506006,0.226480123534083
"25",1988,0.548890436351656,2.48034382322984,1.13058935519271,1.54166980054179,0.275052487448363,0.976153194804648,0.694119275370942,0.056787769392995,2.07718964772575,2.15172411173881,0.483971218624221,0
"26",1989,0.902387930913812,1.6378006484374,1.30218777201064,1.39590842427821,0.665117087817118,1.68589051298664,0.814198090048394,0.422015898548503,1.91536697685605,2.6432537939025,0.693982427207216,0
"27",1990,0.887974391902386,4.44052788065534,3.65552535027406,2.81941654082863,3.60139282583003,1.5088343721099,0.212534057381418,1.38178076447183,2.63901209668884,2.67260199618318,0,0.179476971343445
"28",1991,1.45161344824496,3.50013205937138,3.83757558490045,2.61373795308477,2.83178097402105,1.38054311190024,1.84836886203841,1.20916559596156,2.82783555134869,2.71370219663521,0.0880813979649725,0.20231462809601
"29",1992,0.516045192138354,2.40833341801114,1.09103813777116,1.24041828890143,0.930847514686933,1.9322391157468,0.55696993138558,0.586961485170006,1.62158176650785,2.26767805126118,0.426370841468274,0.27560702879125
"30",1993,0.844666720523973,2.39897521177236,2.83264274040264,2.26893381825976,1.42384939096872,1.39700053222732,1.1837993463881,0.74871575620106,2.17957642632801,2.75672486073864,0.732820598144701,0.379446469092126
"31",1994,0.972520818334887,2.90829001732656,1.88885938336091,1.74526046749945,2.69778008215688,1.87668708967394,1.99014546052065,0.390431698331172,1.88371233330175,3.557889998429,1.2423391600996,0.875783713482389
"32",1995,0.39529593352894,2.34876581780033,1.74150151435412,0.58997062444029,1.79175863373274,1.62838314917295,2.29854953731697,0.514529388669844,1.69688150694986,2.2339556562886,1.4098586560811,0.304919585297102
"33",1996,1.33778319008099,2.59142697848998,2.54784342528503,1.33612686431468,1.92251414197779,1.68847311228151,2.68975271437638,0.955796723636884,2.2936726455643,2.6873159628268,1.62408732179462,0.439652592220814
"34",1997,0.955881599818408,1.27862234785784,2.46545749312105,0.974742739947416,1.77682306351804,1.62433862606017,3.92256431228694,0.35415783505609,1.57912662537095,1.85571929839227,0.908266521472007,0.277819978878252
"35",1998,0.193700258208723,2.62700362974876,2.27562011057517,1.53211949221043,1.15981602706213,1.61215039028875,3.4410628386426,0.432804329609827,1.71120032435022,2.58365459763879,1.40220777806955,1.50997267468457
"36",1999,0.332034805570074,1.84389492659677,2.68075609830884,2.261029453725,2.11266298771301,1.42939838413355,3.29771396452847,0.125072296670692,1.9214053156911,3.81062056956731,0.90671888748799,0.0924943978831872
"37",2000,0.760574780060428,2.23172979299595,2.43109378747635,1.79952247610244,2.57715188133569,0.809464719682294,2.41287151113485,0.577895329968604,1.72780969216122,2.98332819489021,0.651937169169374,0
"38",2001,0.720927042715129,1.77908650452598,1.93984176051272,1.64700401578174,1.83562901297497,0.910442723099403,2.90541840117357,0.331700212250149,2.25550731315146,2.0448781524363,0.517209176484574,0.2190287042756
"39",2002,1.04057408502168,2.45036053999683,2.57119190041758,2.31038568327031,2.8197918841762,1.02581182896409,2.72693986663088,0.312758385270904,2.31459476547616,3.47136042641601,0.590676955858418,0
"40",2003,0.296375308135293,0.844200873422588,0.686296217705066,1.47566665578442,1.483568770163,0.513177160937853,2.99063812881116,0.627349181953747,1.66523372207833,2.46301095533391,0.557829537756091,0.0322834600750276
"41",2004,0.557273554563304,1.81173359793148,2.6565824433851,2.17068214411818,2.19793935924961,0.691962736048982,0.786674636945869,0.35218200881819,2.24418846721061,2.7232112958852,0.634081145373605,0.0361788858310979
"42",2005,0.466251463572768,4.5641773600935,2.06384435771768,1.6285382798289,2.62501097518253,1.05173047040099,3.58501625083898,0.452326879225379,2.16945749915203,1.88837246581753,1.72461834046839,0.47302565967961
"43",2006,0.542789674057947,1.85386251946443,2.41086453033704,0.857653841051758,1.25705166398183,0.707914585556128,2.06704340232255,0.571205364485954,1.5509389028738,1.4741793543901,0.488516911843506,0.311777178758742
"44",2007,0.318838240125982,1.41033754946806,2.06722832235714,1.16803028611888,0.531166297250733,0.77105707534515,2.73081634631523,0.290336842358032,1.6484939148829,1.48728843920724,0.631047926324048,0.164952689135146
"45",2008,0.233342745307446,0.907398490426642,2.38735181609878,0.983889316006338,1.03055200274375,0.530811226388163,2.18174009524887,0.46696752985861,1.76993091950026,3.08829310374094,0.0490052635121114,0
"46",2009,0.443394689463836,0.473321608117613,1.35728910474786,0.972321218915963,0.477850255796522,1.05232717436566,2.32593368348841,0.671740040821251,1.98532426403427,2.66506330302907,0,0.104248752584032
"47",2010,1.04333487559153,0.0517202059848457,1.18755501744597,1.56460613239109,0.382456228880838,0.465363476669101,0.778081927257451,0.153479308420367,1.85791608771887,2.34353715042157,0.315561399645451,0.328755948971811
"48",2011,1.79905972381005,0.0950615084714499,1.18764560114461,1.78911274274814,1.32080849058661,0.691938705651685,2.10951743636964,0.474918257134651,2.13470603166806,1.6801211057729,0.732310819574711,0.215835805020306
"49",2012,2.60405582904599,0,2.2870716079761,2.78496808132669,1.40382363817198,0.357696539713422,0.0529534945259575,0.410024588660798,2.78064261782606,3.31493261109758,0,0
"50",2013,1.0317658717722,0.0811343054188447,1.85906939834717,2.92396207876147,0.656834682336049,0.920662219663866,0.700112198448969,0.121906858132861,2.08667083757824,3.83001581529011,0.0322322267138942,0.140332461804761
